,Bastin_both,Bastin,our_both,our,Tolgyesi_both,Tolgyesi_both,our_both,our,Mo_both,Mo,our_both,our,Walker_both,Walker,our_both,our,FLRO_both,FLRO,our_both,our
AREA,551.89,226.69,451.93,12.77,491,280.9,423,34.8,550.31,225.38,450.87,13.23,796.64,504.92,270.41,194.29,555.77,117.03,240.26,224.46
